"Sex","Age","P_ID","Questions","Value"
1,40,236761,"TV45","かしこまる、しんどい"
1,32,479382,"TV45","堅苦しい、決まりきったもの"
1,31,177114,"TV45","狭い、硬い、細い"
2,35,487568,"TV45","堅苦しい、窮屈だ"
1,39,131627,"TV45","かた苦しい、規則正しい"
2,30,214891,"TV45","儀式的だ、堅苦しい"
2,42,938806,"TV45","孤独な、重い"
1,49,911774,"S01","するどい、短い"
1,34,989055,"S01","鋭い、痛い、怖い"
2,46,510088,"S01","するどい、傷つく、嫌な"
1,26,942353,"S01","切れる、突き刺さる、痛い"
2,40,951476,"S01","鋭い、怖い"
1,48,391798,"S01","嫌味、切る、痛み"
1,34,997404,"S01","鋭い、腹が立つ、黒い"
1,49,640501,"S01","鋭い、切れ味"
2,50,442542,"S01","鋭い、険しい、傷つく"
2,25,799232,"S01","鋭い、痛い、怖い"
1,40,794539,"S01","鋭い、刺す"
2,26,242293,"S01","鋭い、切れる"
2,54,121823,"S01","刺す、切り刻む、すぐ出せる"
2,49,862232,"S01","切れる、鋭い"
1,39,608874,"S01","つきささる、傷つく"
2,31,739412,"S01","痛い、傷つける"
1,39,379334,"S01","刺さる、痛い"
1,33,430960,"S01","悪い、するどい、手痛い"
1,36,252242,"S01","鋭い、痛い"
2,41,470187,"S01","刺す、鋭い"
1,48,981343,"S01","するどい、痛い"
2,46,822250,"S01","鋭い、激しい、怖い"
2,45,594230,"S01","鋭い、鋭利だ"
1,40,420144,"S01","突き刺さる、斬る、刺す"
1,34,744887,"S01","切れがある、鋭い"
2,41,666527,"S01","いきなり、傷つく"
2,34,419888,"S01","短い、切れる"
2,37,171203,"S01","嫌な、危ない"
2,56,973473,"S01","虚しい、苦々しい"
1,42,905427,"S01","危ない、切れる、攻撃"
1,61,373595,"S01","鋭い、危ない、恐怖だ"
1,56,717861,"S01","鋭い、斬る"
2,50,946392,"S01","刺さる、傷つく、鋭い"
2,48,569566,"S01","鋭い、傷つける、速攻の"
2,39,801124,"S01","痛い、鋭い"
2,51,995050,"S01","刺さる、チクリ、傷つける"
2,29,351007,"S01","鋭い、貶めている、苦い"
1,28,259939,"S01","切る、鋭い"
2,36,899610,"S01","鋭利な、痛い、恐ろしい"
2,41,477799,"S01","刺さる、痛い、切れる"
2,38,907429,"S01","鋭い、抉る"
2,35,912597,"S01","鋭い、早い"
1,42,568441,"S01","チクッとした、意地の悪い"
2,42,388960,"S01","切れる、鋭い"
1,33,154854,"S01","切れ味のある、咄嗟に、鋭い"
1,45,767491,"S01","痛い、怖い、嫌だ"
1,41,885899,"S01","鋭い、刺さる"
1,38,603972,"S01","傷、刺さる"
1,53,240855,"S01","鋭い、酷い、痛い"
1,49,911774,"S02","暗い、くすんでいる"
1,34,989055,"S02","大きい、赤い、揺らめいた"
2,46,510088,"S02","赤胴色の、うつくしい、尊い"
1,26,942353,"S02","美しい、反射する"
2,40,951476,"S02","赤い、輝く"
1,48,391798,"S02","赤い、丸い、金属"
1,34,997404,"S02","赤い、暖かい、硬い"
1,49,640501,"S02","暮れる、景色、染める"
2,50,442542,"S02","まばゆい、光っている、丸い"
2,25,799232,"S02","赤い、丸い"
1,40,794539,"S02","丸い、平べったい"
2,26,242293,"S02","赤い、燃える"
2,54,121823,"S02","重い、光が鈍い、地味だ"
2,49,862232,"S02","丸い、輝く"
1,39,608874,"S02","まぶしい、輝いた"
2,31,739412,"S02","赤茶色い、丸い"
1,39,379334,"S02","明るい、眩しい"
1,33,430960,"S02","わびしい、物憂い、寂しい"
1,36,252242,"S02","丸い、赤い"
2,41,470187,"S02","臙脂色だ、鈍い"
1,48,981343,"S02","きれい、まぶしい"
2,46,822250,"S02","明るい、赤い、神々しい"
2,45,594230,"S02","美しい、光り輝く"
1,40,420144,"S02","赤い、赤みがかった"
1,34,744887,"S02","赤い、錆びた"
2,41,666527,"S02","色の美しさ、輝かしい"
2,34,419888,"S02","落ちる、沈む、"
2,37,171203,"S02","薄暗い、心地よい"
2,56,973473,"S02","赤々と、落ち目の、寂しい"
1,42,905427,"S02","お金、小銭、丸い"
1,61,373595,"S02","丸い、赤い、綺麗だ"
1,56,717861,"S02","光っている、眩しい"
2,50,946392,"S02","鈍い、枯れる"
2,48,569566,"S02","燃えるような、鈍く光る、丸い"
2,39,801124,"S02","輝かしい、明るい、赤い"
2,51,995050,"S02","小麦色、暖かい、"
2,29,351007,"S02","赤い、暖かい、懐かしい"
1,28,259939,"S02","美しい、輝く、明るい"
2,36,899610,"S02","濃い、赤い、あかい"
2,41,477799,"S02","丸い、オレンジの"
2,38,907429,"S02","輝く、丸い"
2,35,912597,"S02","綺麗、暖かい"
1,42,568441,"S02","輝いた、褐色の"
2,42,388960,"S02","重い、小さい"
1,33,154854,"S02","輝き、渋い、哀愁のある"
1,45,767491,"S02","きれいだ、美しい、立派だ"
1,41,885899,"S02","丸い、沈む"
1,38,603972,"S02","色合い、暖かい"
1,53,240855,"S02","赤い、丸い、暗い"
1,49,911774,"S03","もくもくと、登る"
1,34,989055,"S03","地道な、果てしない、高い"
2,46,510088,"S03","長い、険しい、困難な"
1,26,942353,"S03","終わりのない、広い"
2,40,951476,"S03","地道、積み重ね、大変"
1,48,391798,"S03","苦労、昇、先が見えない"
1,34,997404,"S03","難しい、疲れる、地道な"
1,49,640501,"S03","着実、進歩、勉強"
2,50,442542,"S03","上る、努力する、歩く"
2,25,799232,"S03","長い、過酷、高い"
1,40,794539,"S03","登る、ゆっくり"
2,26,242293,"S03","険しい、難しい"
2,54,121823,"S03","頂上は遠い、困難を要する、上を目指す"
2,49,862232,"S03","積み重ねる、努力する"
1,39,608874,"S03","向かっていく、困難な"
2,31,739412,"S03","しんどい、達成感のある"
1,39,379334,"S03","苦しい、達成感がある"
1,33,430960,"S03","確実に、慎重に、辛抱強い"
1,36,252242,"S03","高い、難しい"
2,41,470187,"S03","孤独だ、着実だ、"
1,48,981343,"S03","地味である、続く"
2,46,822250,"S03","危険な、冒険的な、活発な"
2,45,594230,"S03","果てしない、孤独だ"
1,40,420144,"S03","積み重ねる、着々と、段階的な"
1,34,744887,"S03","険しい、困難な"
2,41,666527,"S03","先は長い、ひとつひとつの積み重ね"
2,34,419888,"S03","高い、険しい"
2,37,171203,"S03","努力する、きつい"
2,56,973473,"S03","険しい、地道な"
1,42,905427,"S03","頂上、達成、苦難"
1,61,373595,"S03","高い、険しい、難しい"
1,56,717861,"S03","コツコツと、骨が折れる"
2,50,946392,"S03","慎重だ、ゆっくりだ"
2,48,569566,"S03","遅い、耐え忍ぶ、報われる"
2,39,801124,"S03","果てしない、辛い"
2,51,995050,"S03","積み重ね、道は一つでない、振り出しに戻ることも、"
2,29,351007,"S03","長い、厳しい、苦しい"
1,28,259939,"S03","高い、長い、大変だ"
2,36,899610,"S03","地道、積み上げる、険しい"
2,41,477799,"S03","上る、つらい、確実な"
2,38,907429,"S03","険しい、遠い"
2,35,912597,"S03","難しい、長い"
1,42,568441,"S03","大変だ、根気のいる"
2,42,388960,"S03","高い、立ちはだかる"
1,33,154854,"S03","コツコツと進む、準備が大事、大変な"
1,45,767491,"S03","難しい、険しい、厳しい"
1,41,885899,"S03","登る、大変"
1,38,603972,"S03","永遠、積み重ね"
1,53,240855,"S03","高い、険しい、難しい"
1,49,911774,"S04","舞う、華やかな"
1,34,989055,"S04","軽やか、美しい"
2,46,510088,"S04","美しい、儚い、手に入らないような"
1,26,942353,"S04","ゆらゆらと、踊るように、優雅な"
2,40,951476,"S04","華やか、回る、飛ぶ"
1,48,391798,"S04","ひらひら、軽い、飛ぶ"
1,34,997404,"S04","綺麗な、可憐な、揺れる"
1,49,640501,"S04","きらびやか、色気、華麗"
2,50,442542,"S04","動く、きらびやかだ、舞っている"
2,25,799232,"S04","美しい、ひらひら、か弱い"
1,40,794539,"S04","舞う、きれい"
2,26,242293,"S04","華麗な、絢爛な"
2,54,121823,"S04","軽い、舞う、繊細だ"
2,49,862232,"S04","きらびやかな、美しい"
1,39,608874,"S04","軽やかだ、しなやかな"
2,31,739412,"S04","きれいだ、はかない"
1,39,379334,"S04","可愛い、"
1,33,430960,"S04","きれい、かるい、楽しい"
1,36,252242,"S04","きれいだ、儚い"
2,41,470187,"S04","美しい、華やかだ"
1,48,981343,"S04","きれい、美しい"
2,46,822250,"S04","自由な、優雅な、美しい"
2,45,594230,"S04","素早い、華麗だ"
1,40,420144,"S04","羽ばたく、優雅な"
1,34,744887,"S04","優雅な、綺麗な"
2,41,666527,"S04","可愛さ、美しさ"
2,34,419888,"S04","飛ぶ、舞う"
2,37,171203,"S04","きれい、ヒラヒラしてる"
2,56,973473,"S04","ひらひらと、自由な、癒される"
1,42,905427,"S04","跳ねる、舞う、回る"
1,61,373595,"S04","素敵な、華やかだ、美しい"
1,56,717861,"S04","舞う、いきいきと"
2,50,946392,"S04","跳ねる、舞う"
2,48,569566,"S04","自由な、のびのびした、華やかな"
2,39,801124,"S04","妖艶だ、美しい"
2,51,995050,"S04","ひらひら、美しい"
2,29,351007,"S04","楽しい、きれいだ、舞っている"
1,28,259939,"S04","楽しい、軽快だ、飛ぶ"
2,36,899610,"S04","舞う、飛ぶ、軽やか"
2,41,477799,"S04","美しい、速い"
2,38,907429,"S04","軽やか、舞う"
2,35,912597,"S04","可愛い、小さい"
1,42,568441,"S04","優雅だ、自由な"
2,42,388960,"S04","可愛いい、舞う"
1,33,154854,"S04","舞う、可憐な、ゆらゆらと"
1,45,767491,"S04","明るい、きれいだ、活発だ"
1,41,885899,"S04","舞う、美しい"
1,38,603972,"S04","妖艶、羽ばたく"
1,53,240855,"S04","舞う、はばたく、美しい"
1,49,911774,"S05","あふれる、刻む"
1,34,989055,"S05","激しい、怖い、遠い"
2,46,510088,"S05","流れる、加速する、飲み込まれる"
1,26,942353,"S05","止まらない、流れる"
2,40,951476,"S05","激しい、流れる、怖い"
1,48,391798,"S05","流れ、勢い、押される"
1,34,997404,"S05","焦り、大きな、早い"
1,49,640501,"S05","押し寄せる、不安、災害"
2,50,442542,"S05","流れる、速い、漏れる"
2,25,799232,"S05","流れる、瞬間に"
1,40,794539,"S05","流す、飲み込む"
2,26,242293,"S05","とめどない、無尽蔵だ"
2,54,121823,"S05","一気に流れる、災害的だ、油断できない"
2,49,862232,"S05","目まぐるしい、押し寄せる"
1,39,608874,"S05","流れる、早い"
2,31,739412,"S05","あふれ出る、止まらない"
1,39,379334,"S05","速い、抑えられない　"
1,33,430960,"S05","止まらない、平等に、長い"
1,36,252242,"S05","多い、速い"
2,41,470187,"S05","とめどない、襲い掛かる"
1,48,981343,"S05","長い、早い"
2,46,822250,"S05","溢れる、流れる、止まらない"
2,45,594230,"S05","早い、膨大だ"
1,40,420144,"S05","流れる、飲み込む"
1,34,744887,"S05","止まらない、溢れる"
2,41,666527,"S05","沢山、急な"
2,34,419888,"S05","流れる、増える"
2,37,171203,"S05","早い、危ない"
2,56,973473,"S05","早い、凄まじい"
1,42,905427,"S05","溢れる、漏れる、流れる"
1,61,373595,"S05","速い、膨大だ、流れる"
1,56,717861,"S05","押し寄せる、戻せない"
2,50,946392,"S05","流れる、のまれる"
2,48,569566,"S05","押し寄せる、忙しい、止まらない"
2,39,801124,"S05","流れる、溢れる"
2,51,995050,"S05","とめどない、いつかは終わる止まる、忙しい"
2,29,351007,"S05","流れている、大量だ、早い"
1,28,259939,"S05","溢れる、流れる"
2,36,899610,"S05","溺れる、避けようがない、膨大な"
2,41,477799,"S05","止まらない、流される"
2,38,907429,"S05","流れる、怒涛の"
2,35,912597,"S05","早い、急だ"
1,42,568441,"S05","一瞬だ、現代の"
2,42,388960,"S05","乱雑な、危ない"
1,33,154854,"S05","一気に流れる、押し寄せる、移り変わる"
1,45,767491,"S05","費やす、早い、過ごす"
1,41,885899,"S05","流れる、あふれる"
1,38,603972,"S05","長い、流れる、"
1,53,240855,"S05","激しい、止まらない、怖い"
1,49,911774,"S06","荒れる、壊れる"
1,34,989055,"S06","恐ろしい、激しい、危ない"
2,46,510088,"S06","巻き込まれる、激しい、おそろしい"
1,26,942353,"S06","荒々しい、暴れる"
2,40,951476,"S06","激しい、怖い、動けない"
1,48,391798,"S06","突然、襲われる、押し寄せる"
1,34,997404,"S06","激しい、黒い、早い"
1,49,640501,"S06","巻き起こる、群衆、事件"
2,50,442542,"S06","過激な、怖い、すさまじい"
2,25,799232,"S06","激しい、怖い"
1,40,794539,"S06","飛ぶ、吹き荒れる"
2,26,242293,"S06","荒々しい、暴力的な"
2,54,121823,"S06","激しい、痛い、荒々しい"
2,49,862232,"S06","凄まじい、激しい"
1,39,608874,"S06","激しい、騒がしい"
2,31,739412,"S06","ひどい、激しい"
1,39,379334,"S06","恐怖、怒号"
1,33,430960,"S06","激しい、痛い、うるさい"
1,36,252242,"S06","激しい、速い"
2,41,470187,"S06","吹きすさぶ、抗いがたい"
1,48,981343,"S06","怖い、恐ろしい"
2,46,822250,"S06","激しい、怖い、強い"
2,45,594230,"S06","激しい、凄まじい"
1,40,420144,"S06","激しい、乱暴である"
1,34,744887,"S06","激しい、止まらない"
2,41,666527,"S06","勢い、激しさ"
2,34,419888,"S06","荒れる、吹く、降る"
2,37,171203,"S06","危ない、恐い"
2,56,973473,"S06","恐ろしい、凄まじい"
1,42,905427,"S06","騒々しい、荒々しい、危ない"
1,61,373595,"S06","速い、怖い、大きい"
1,56,717861,"S06","凄まじい、こわい"
2,50,946392,"S06","激しい、強い"
2,48,569566,"S06","激しい、強い、破壊的な"
2,39,801124,"S06","激しい、強い"
2,51,995050,"S06","じわじわと接近、場を荒れさせ乱し去る、時として起こる、激しさ、入り乱れ"
2,29,351007,"S06","騒がしい、大きい、絶望的だ"
1,28,259939,"S06","荒れる、ひどい"
2,36,899610,"S06","激しい、一時的な、恐ろしい"
2,41,477799,"S06","止まらない、勢いがある、壊れる"
2,38,907429,"S06","激しい、荒れる"
2,35,912597,"S06","激しい、強い"
1,42,568441,"S06","激しい、危険な"
2,42,388960,"S06","荒い、怖い"
1,33,154854,"S06","激しい、おさまらない、破壊する"
1,45,767491,"S06","激しい、怖い、厳しい"
1,41,885899,"S06","激しい、うずまく"
1,38,603972,"S06","勢い、荒れる"
1,53,240855,"S06","暴れる、恐ろしい、乱れる"
1,49,911774,"S07","するどい、切り裂く"
1,34,989055,"S07","鋭い、辛辣な"
2,46,510088,"S07","切り刻まれる、痛い、傷つく"
1,26,942353,"S07","女々しい、弱々しい"
2,40,951476,"S07","鋭い、痛い、怖い"
1,48,391798,"S07","切る、痛み、責められる"
1,34,997404,"S07","鋭い、冷たい、暗い"
1,49,640501,"S07","鋭利、傷つける、刺さる"
2,50,442542,"S07","切れる、言い得る、まっすぐだ"
2,25,799232,"S07","鋭い、痛い"
1,40,794539,"S07","切る、痛い"
2,26,242293,"S07","鋭利な、突き刺す"
2,54,121823,"S07","傷つける、痛い、跡が残る"
2,49,862232,"S07","鋭い、えぐる"
1,39,608874,"S07","傷つく、痛い"
2,31,739412,"S07","痛い、切る"
1,39,379334,"S07","刺さる、痛い"
1,33,430960,"S07","厳しい、正しい、するどい"
1,36,252242,"S07","鋭い、痛い"
2,41,470187,"S07","鋭い、裂く"
1,48,981343,"S07","うるさい、細かい"
2,46,822250,"S07","尖った、痛い、怖い"
2,45,594230,"S07","鋭い、鋭利だ"
1,40,420144,"S07","鋭い、切る、裂く"
1,34,744887,"S07","鋭い、冷たい"
2,41,666527,"S07","鋭い、早い"
2,34,419888,"S07","切れる、裂ける"
2,37,171203,"S07","危ない、不快"
2,56,973473,"S07","鋭い、痛い、ヒリヒリ"
1,42,905427,"S07","切れる、中身、部位"
1,61,373595,"S07","厳しい、怖い、鋭い"
1,56,717861,"S07","鋭い、切り裂く"
2,50,946392,"S07","鋭い、刺す、痛い"
2,48,569566,"S07","鋭い、傷つける、効果的な"
2,39,801124,"S07","刺さる、痛い、鋭い"
2,51,995050,"S07","サクッと切りさく、鋭利、両断、"
2,29,351007,"S07","鋭い、厳しい、切り付けている"
1,28,259939,"S07","切る、とる、治す"
2,36,899610,"S07","鋭い、痛い、傷付く"
2,41,477799,"S07","鋭い、痛い"
2,38,907429,"S07","鋭い、割く"
2,35,912597,"S07","女々しい、弱い"
1,42,568441,"S07","鋭い、切れ味のいい"
2,42,388960,"S07","鋭い、細い"
1,33,154854,"S07","鋭い、痛い、切る"
1,45,767491,"S07","厳しい、怖い、痛い"
1,41,885899,"S07","なよなよしてる、しつこい"
1,38,603972,"S07","刺さる、冷たい"
1,53,240855,"S07","鋭い、厳しい、切れる"
1,49,911774,"S08","けむい、計る"
1,34,989055,"S08","危ない、燃える、熱い"
2,46,510088,"S08","恐ろしい、危険な、怖い"
1,26,942353,"S08","終わりがある、消える"
2,40,951476,"S08","辛い、怖い、痛い"
1,48,391798,"S08","煙、増える、積み重ね"
1,34,997404,"S08","焦り、黒い、暗い"
1,49,640501,"S08","着火、危険、有害"
2,50,442542,"S08","隠す、飛び散る、汚れる"
2,25,799232,"S08","悪い、悪影響、怖い"
1,40,794539,"S08","進む、隠れる"
2,26,242293,"S08","危険な、はらはらする"
2,54,121823,"S08","危険だ、追いつめられる、進行する"
2,49,862232,"S08","危ない、怖い"
1,39,608874,"S08","危険だ、潜在的な"
2,31,739412,"S08","危険だ、危ない"
1,39,379334,"S08","ドキドキ、恐怖"
1,33,430960,"S08","悪い、けむい、こわい"
1,36,252242,"S08","熱い、苦しい"
2,41,470187,"S08","恐ろしい、危ない"
1,48,981343,"S08","怖い、恐ろしい"
2,46,822250,"S08","壊れそうな、暴力的な、不健康な"
2,45,594230,"S08","危ない、危険だ"
1,40,420144,"S08","じわりと、ゆっくりと"
1,34,744887,"S08","危ない、怖い"
2,41,666527,"S08","徐々に蝕む、逃れなれない"
2,34,419888,"S08","爆発、煙る、臭う"
2,37,171203,"S08","危ない、嫌だ"
2,56,973473,"S08","危険、煙い、苦しい"
1,42,905427,"S08","終わり、死、危険"
1,61,373595,"S08","危ない、怖い、不安だ"
1,56,717861,"S08","危ない、怖い"
2,50,946392,"S08","危ない、怖い"
2,48,569566,"S08","危険な、緊急な、恐ろしい"
2,39,801124,"S08","悪い、危うい"
2,51,995050,"S08","イライラ、"
2,29,351007,"S08","恐ろしい、害がある、鋭い"
1,28,259939,"S08","爆ぜる、危険だ"
2,36,899610,"S08","危ない、怖い、遅い"
2,41,477799,"S08","追い詰められる、気づかない"
2,38,907429,"S08","潜む、うかがう"
2,35,912597,"S08","危険だ、恐い"
1,42,568441,"S08","良くない、危ない"
2,42,388960,"S08","困難な、粗末な"
1,33,154854,"S08","いつになるのか、止まらない、刻々と"
1,45,767491,"S08","怖い、恐ろしい、不安だ"
1,41,885899,"S08","自動的に、失う"
1,38,603972,"S08","蓄積、病気、"
1,53,240855,"S08","害する、くさい、悪い"
1,49,911774,"S09","小さい、すきとおる"
1,34,989055,"S09","丸い、白い、小さい"
2,46,510088,"S09","美しい、丸い、儚い"
1,26,942353,"S09","一滴の、小さな"
2,40,951476,"S09","綺麗、みずみずしい"
1,48,391798,"S09","きれい、丸い、転がる"
1,34,997404,"S09","綺麗な、清潔な、丸い"
1,49,640501,"S09","儚い、透明感、希少"
2,50,442542,"S09","透明な、混じりけのない、淡い"
2,25,799232,"S09","美しい、みずみずしい、"
1,40,794539,"S09","丸い、冷たい"
2,26,242293,"S09","小さな、滴る"
2,54,121823,"S09","はかない、貴重だ、きれいだ"
2,49,862232,"S09","みずみずしい、丸い"
1,39,608874,"S09","少ない、貴重だ"
2,31,739412,"S09","小さい、丸い"
1,39,379334,"S09","消えやすい、美しい、儚い"
1,33,430960,"S09","きれい、はかない、小さい"
1,36,252242,"S09","小さい、丸い"
2,41,470187,"S09","光る、落ちる"
1,48,981343,"S09","輝く、青い"
2,46,822250,"S09","丸い、滴るような、綺麗な"
2,45,594230,"S09","瑞々しい、透明だ"
1,40,420144,"S09","丸い、輝く"
1,34,744887,"S09","美しい、冷たい"
2,41,666527,"S09","自然の美しさ、輝かしい"
2,34,419888,"S09","輝く、綺麗、落ちる"
2,37,171203,"S09","きれい、白い、輝く"
2,56,973473,"S09","きらびやかな、ピカピカと"
1,42,905427,"S09","まん丸、艶々、輝き"
1,61,373595,"S09","綺麗だ、丸い、美しい"
1,56,717861,"S09","丸い、綺麗な"
2,50,946392,"S09","輝く、きれいだ"
2,48,569566,"S09","瑞々しい、丸い、滑らかな"
2,39,801124,"S09","丸い、美しい"
2,51,995050,"S09","美しい、輝き、透明感、"
2,29,351007,"S09","美しい、儚い、きれいだ"
1,28,259939,"S09","落ちる、弾ける、輝く"
2,36,899610,"S09","輝く、丸い、瑞々しい"
2,41,477799,"S09","丸い、輝く"
2,38,907429,"S09","小さい、儚い"
2,35,912597,"S09","透明だ、綺麗だ"
1,42,568441,"S09","みずみずしい、輝いた"
2,42,388960,"S09","小さい、穏やかだ"
1,33,154854,"S09","少し、貴重な、止まらない"
1,45,767491,"S09","小さい、はかない、美しい"
1,41,885899,"S09","丸い、きらめく"
1,38,603972,"S09","光、粒"
1,53,240855,"S09","美しい、光る、まぶしい"
1,49,911774,"S10","透明な、反射する"
1,34,989055,"S10","脆い、長い、透明な"
2,46,510088,"S10","繊細な、うつくしい、透明の"
1,26,942353,"S10","繊細な、壊れやすい"
2,40,951476,"S10","綺麗、透明、澄んでいる"
1,48,391798,"S10","氷、低温、美しい"
1,34,997404,"S10","尖った、綺麗な、美しい"
1,49,640501,"S10","自然、雪国、氷点下"
2,50,442542,"S10","透明な、壊れやすい、光っている"
2,25,799232,"S10","綺麗、透明な"
1,40,794539,"S10","もろい、冷たい"
2,26,242293,"S10","美しい、繊細な"
2,54,121823,"S10","美しい、繊細だ、はかない"
2,49,862232,"S10","透明な、作ったような"
1,39,608874,"S10","固い、綺麗だ"
2,31,739412,"S10","きれい、冷たい"
1,39,379334,"S10","美しい、繊細"
1,33,430960,"S10","きれい、壊れそう、寒い"
1,36,252242,"S10","冷たい、鋭い"
2,41,470187,"S10","透明だ、美しい"
1,48,981343,"S10","きれい、透明である"
2,46,822250,"S10","繊細、弱い、綺麗な"
2,45,594230,"S10","繊細だ、透明だ"
1,40,420144,"S10","透き通った、美しい"
1,34,744887,"S10","冷たい、美しい"
2,41,666527,"S10","美しさ、貴重さ"
2,34,419888,"S10","もろい、透通る、綺麗"
2,37,171203,"S10","きれい、冷たい"
2,56,973473,"S10","鋭い、きらきらと"
1,42,905427,"S10","綺麗、宝石、眩しい"
1,61,373595,"S10","美しい、透き通った、硬い"
1,56,717861,"S10","綺麗な、見事な"
2,50,946392,"S10","輝く、きれいだ"
2,48,569566,"S10","透明な、繊細な、魅力的な"
2,39,801124,"S10","鋭い、輝く"
2,51,995050,"S10","キラキラ、透明感、輝き、神秘的、繊細"
2,29,351007,"S10","きれいだ、儚い、美しい"
1,28,259939,"S10","技巧的だ、尖る、透明だ"
2,36,899610,"S10","美しい、硬い、透明な"
2,41,477799,"S10","美しい、透明な、冷たい"
2,38,907429,"S10","もろい、きれい"
2,35,912597,"S10","透明だ、綺麗だ"
1,42,568441,"S10","透き通った、鋭い"
2,42,388960,"S10","きれいだ、もろい"
1,33,154854,"S10","透き通った、繊細な、涼しげな"
1,45,767491,"S10","きれいだ、美しい、作る"
1,41,885899,"S10","透きとおった、美しい"
1,38,603972,"S10","輝、氷、冷たい"
1,53,240855,"S10","鋭い、美しい、光る"
1,49,911774,"S11","薄い、ぼかす"
1,34,989055,"S11","黒い、低い、鬱陶しい"
2,46,510088,"S11","灰色の、広がる、くらい"
1,26,942353,"S11","暗い、黒い"
2,40,951476,"S11","暗い、悲しい"
1,48,391798,"S11","薄い、流れる、儚い"
1,34,997404,"S11","黒い、冷たい、薄い"
1,49,640501,"S11","曇り、穏やかでない、落ち込む"
2,50,442542,"S11","暗い、はっきりしない、ぼやける"
2,25,799232,"S11","どんよりした、暗い、グレー"
1,40,794539,"S11","暗い、広がる"
2,26,242293,"S11","滲む、たどたどしい"
2,54,121823,"S11","にごる、広がる、不気味だ"
2,49,862232,"S11","暗い、ぼやけた"
1,39,608874,"S11","暗い、沈んだ"
2,31,739412,"S11","薄い、はかない"
1,39,379334,"S11","暗い、黒い"
1,33,430960,"S11","暗い、悪い、寒い"
1,36,252242,"S11","黒い、暗い"
2,41,470187,"S11","灰色だ、暗い"
1,48,981343,"S11","薄暗い、細かい"
2,46,822250,"S11","薄暗い、黒い、広がった"
2,45,594230,"S11","灰色だ、暗い"
1,40,420144,"S11","暗い、ぼんやりしている"
1,34,744887,"S11","暗い、黒い"
2,41,666527,"S11","気味の悪さ、暗さ"
2,34,419888,"S11","流れる、降る、黒い"
2,37,171203,"S11","暗い、急ぐ"
2,56,973473,"S11","もくもくと、暗澹たる"
1,42,905427,"S11","薄い、黒い、ぼやけている"
1,61,373595,"S11","薄暗い、黒い、怪しい"
1,56,717861,"S11","どんよりとした、薄暗い"
2,50,946392,"S11","重い、暗い"
2,48,569566,"S11","淡い、暗い、はかない"
2,39,801124,"S11","淡い、曖昧だ"
2,51,995050,"S11","グレー、どんより、暗い、"
2,29,351007,"S11","暗い、見通しの悪い、軽い"
1,28,259939,"S11","暗い、伸びる"
2,36,899610,"S11","薄暗い、怖い、暗い"
2,41,477799,"S11","暗い、まっすぐだ、灰色だ"
2,38,907429,"S11","暗い、にじむ"
2,35,912597,"S11","暗い、不穏だ"
1,42,568441,"S11","不安な、悲しい"
2,42,388960,"S11","薄い、暗い"
1,33,154854,"S11","薄暗い、遮る、どっちつかず"
1,45,767491,"S11","暗い、憂鬱だ、怖い"
1,41,885899,"S11","薄暗い、薄黒い"
1,38,603972,"S11","重い、暗い、墨"
1,53,240855,"S11","暗い、黒い、落ち込む"
1,49,911774,"S12","白い、正確な"
1,34,989055,"S12","甘い、四角い、多い"
2,46,510088,"S12","壊れやすい、もろい、四角柱の"
1,26,942353,"S12","固い、壊れる"
2,40,951476,"S12","四角い、均一"
1,48,391798,"S12","硬い、白い"
1,34,997404,"S12","甘い、高い、硬い"
1,49,640501,"S12","四角形、無機質、白い"
2,50,442542,"S12","白い、四角い、小さい"
2,25,799232,"S12","四角い、固い"
1,40,794539,"S12","甘い、壊れる"
2,26,242293,"S12","角ばった、四角の、固い"
2,54,121823,"S12","四角い、白い、崩れる"
2,49,862232,"S12","四角い、同じ"
1,39,608874,"S12","もろい、砕けやすい"
2,31,739412,"S12","四角い、崩れる"
1,39,379334,"S12","崩れそう、壊れやすい"
1,33,430960,"S12","脆い、軽い、むなしい"
1,36,252242,"S12","四角い、白い"
2,41,470187,"S12","四角い、白い"
1,48,981343,"S12","白い、四角い"
2,46,822250,"S12","四角い、積み重なった、角ばった"
2,45,594230,"S12","脆い、壊れやすい"
1,40,420144,"S12","四角い、白い"
1,34,744887,"S12","固い、白い"
2,41,666527,"S12","正確な、美しさ"
2,34,419888,"S12","もろい、高い、白い"
2,37,171203,"S12","四角、白い、もろい"
2,56,973473,"S12","固い、立体的な、殺風景"
1,42,905427,"S12","壊れる、もろい、必要性"
1,61,373595,"S12","大きい、壊れやすい、甘い"
1,56,717861,"S12","四角い、固い"
2,50,946392,"S12","白い、硬い"
2,48,569566,"S12","壊れやすい、ロマンチックな、可愛らしい"
2,39,801124,"S12","脆い、危うい"
2,51,995050,"S12","四角、同型、無機質"
2,29,351007,"S12","崩れやすい、かわいい、メルヘンチックだ"
1,28,259939,"S12","かくばる、固い"
2,36,899610,"S12","四角い、しかくい、立体的"
2,41,477799,"S12","四角い、似ている、白い"
2,38,907429,"S12","四角い、崩れる"
2,35,912597,"S12","白い、壊れやすい"
1,42,568441,"S12","硬い、真っ直ぐだ"
2,42,388960,"S12","かたい、白い"
1,33,154854,"S12","角がある、まとまった、直立する"
1,45,767491,"S12","固い、甘い、建てる"
1,41,885899,"S12","四角い、角ばっている"
